quarter,stock,name,positive_score,negative_score,avg_confidence,weight_change
2017_Q1,2736,国信证券,0.0,0.0,0.0,0.0
2017_Q1,2714,牧原股份,0.0,0.0,0.0,0.0
2017_Q1,2709,天赐材料,0.5890936342821603,0.4109063657178396,0.9665978699922562,0.1722354342540105
2017_Q1,2648,卫星化学,0.8183876281406199,0.18161237185938,0.8899034142494202,0.5666684746742249
2017_Q1,2601,龙佰集团,0.8392267203555499,0.1607732796444501,0.9560305762290956,0.6486222338676453
2017_Q1,2600,领益智造,0.0,0.0,0.0,0.0
2017_Q1,2594,比亚迪,0.8249973899534481,0.1750026100465519,0.9889936201712664,0.6428406904725467
2017_Q1,2493,荣盛石化,0.3595857019297366,0.6404142980702634,0.9400734106699624,-0.2639994961874825
2017_Q1,2475,立讯精密,0.0,0.0,0.0,0.0
2017_Q1,2466,天齐锂业,0.8049399329145793,0.1950600670854206,0.9362059772014618,0.570973175764084
2017_Q1,2463,沪电股份,0.0,0.0,0.0,0.0
2017_Q1,2460,赣锋锂业,0.0,0.0,0.0,0.0
2017_Q1,2459,晶澳科技,0.0,0.0,0.0,0.0
2017_Q1,2422,科伦药业,0.569430552481018,0.4305694475189819,0.9473600933949152,0.13155146936575568
2017_Q1,2415,海康威视,0.6196985846436729,0.3803014153563271,0.946678191423416,0.22663207925282985
2017_Q1,2371,北方华创,0.0,0.0,0.0,0.0
2017_Q1,2352,顺丰控股,0.0,0.0,0.0,0.0
2017_Q1,2311,海大集团,0.0,0.0,0.0,0.0
2017_Q1,2304,洋河股份,0.5400217600413975,0.4599782399586025,0.9292089842980908,0.07437715799577775
2017_Q1,2252,上海莱士,0.0,0.0,0.0,0.0
2017_Q1,2241,歌尔股份,0.8392557554973312,0.1607442445026687,0.949077934026718,0.6439603030681611
2017_Q1,2236,大华股份,0.5312942037137035,0.4687057962862965,0.972033675511678,0.06083803971608484
2017_Q1,2230,科大讯飞,0.7333821944821881,0.2666178055178119,0.9635053042209508,0.4497299645886275
