quarter,stock,name,weight_change,weight
2017_Q1,2049,紫光国微,0.0,0.003107330591594195
2017_Q1,2028,思源电气,0.0,0.003107330591594195
2017_Q1,2027,分众传媒,0.3120469351609548,0.004076963579233039
2017_Q1,2001,新和成,0.0,0.003107330591594195
2017_Q1,1979,招商蛇口,0.4537468552589416,0.0045172720757799675
2017_Q1,1965,招商公路,0.0,0.003107330591594195
2017_Q1,1391,国货航,0.0,0.003107330591594195
2017_Q1,1289,龙源电力,0.0,0.003107330591594195
2017_Q1,999,华润三九,0.4448967675367989,0.004489771927462661
2017_Q1,983,山西焦煤,0.2843833592804995,0.003991003703626814
2017_Q1,977,浪潮信息,0.0,0.003107330591594195
2017_Q1,975,山金国际,0.0,0.003107330591594195
2017_Q1,963,华东医药,0.3481684353040612,0.004189205021641989
2017_Q1,938,紫光股份,0.0,0.003107330591594195
2017_Q1,895,双汇发展,-0.3564264007977076,0.001999795932743665
2017_Q1,876,新希望,0.0,0.003107330591594195
2017_Q1,858,五粮液,-0.1499310545623302,0.002641445239122688
2017_Q1,807,云铝股份,-0.8871522545814514,0.00035065525153148966
2017_Q1,800,一汽解放,0.0,0.003107330591594195
2017_Q1,792,盐湖股份,0.0,0.003107330591594195
2017_Q1,786,北新建材,0.3908172845840456,0.004321729095705974
2017_Q1,776,广发证券,0.5367401242256163,0.0047751595993365216
2017_Q1,768,中航西飞,0.3416274502163842,0.0041688800185798874
2017_Q1,725,京东方A,0.0,0.003107330591594195
2017_Q1,708,中信特钢,0.0,0.003107330591594195
2017_Q1,661,长春高新,0.3098827038171156,0.0040702385969710415
2017_Q1,651,格力电器,0.2014020085334777,0.0037331532139187854
2017_Q1,630,铜陵有色,0.0,0.003107330591594195
2017_Q1,625,长安汽车,0.3879557710427504,0.004312837427140847
2017_Q1,617,中油资本,0.0,0.003107330591594195
2017_Q1,596,古井贡酒,0.0,0.003107330591594195
2017_Q1,568,泸州老窖,0.0,0.003107330591594195
2017_Q1,538,云南白药,0.0,0.003107330591594195
2017_Q1,425,徐工机械,0.7997049689292909,0.005592278305798065
2017_Q1,408,藏格矿业,0.0,0.003107330591594195
2017_Q1,338,潍柴动力,0.4757181555032731,0.0045855441691662795
2017_Q1,333,美的集团,0.5149926659853562,0.004707583057057142
2017_Q1,301,东方盛虹,0.0,0.003107330591594195
2017_Q1,166,申万宏源,0.0,0.003107330591594195
2017_Q1,157,中联重科,0.3046858310699463,0.00405409019530314
2017_Q1,100,TCL科技,0.0,0.003107330591594195
2017_Q1,63,中兴通讯,0.1293802611968097,0.003509357835159489
2017_Q1,2,万科A,0.143168050145346,0.0035522010535497203
2017_Q1,1,平安银行,0.142718704847189,0.0035508047891585678
2017_Q2,688981,中芯国际,0.3028629613654197,0.004629165000735943
2017_Q2,688599,天合光能,0.0,0.002793017141938842
2017_Q2,688506,百利天恒,0.0,0.002793017141938842
2017_Q2,688472,阿特斯,0.0,0.002793017141938842
2017_Q2,688396,华润微,0.0,0.002793017141938842
2017_Q2,688303,大全能源,0.0,0.002793017141938842
2017_Q2,688271,联影医疗,0.0,0.002793017141938842
2017_Q2,688256,寒武纪,0.0,0.002793017141938842
2017_Q2,688223,晶科能源,0.0,0.002793017141938842
2017_Q2,688187,时代电气,0.0,0.002793017141938842
2017_Q2,688169,石头科技,0.0,0.002793017141938842
2017_Q2,688126,沪硅产业,0.0,0.002793017141938842
2017_Q2,688111,金山办公,0.0,0.002793017141938842
2017_Q2,688082,盛美上海,0.0,0.002793017141938842
2017_Q2,688047,龙芯中科,0.0,0.002793017141938842
2017_Q2,688041,海光信息,0.0,0.002793017141938842
2017_Q2,688036,传音控股,0.0,0.002793017141938842
2017_Q2,688012,中微公司,0.0,0.002793017141938842
2017_Q2,688009,中国通号,0.0,0.002793017141938842
2017_Q2,688008,澜起科技,0.0,0.002793017141938842
2017_Q2,605499,东鹏饮料,0.0,0.002793017141938842
2017_Q2,605117,德业股份,0.0,0.002793017141938842
2017_Q2,603993,洛阳钼业,-0.3958104252815246,0.0016875118391694401
2017_Q2,603986,兆易创新,0.0,0.002793017141938842
2017_Q2,603833,欧派家居,0.3390773449625288,0.003740065978862295
2017_Q2,603806,福斯特,0.0,0.004386844797560728
2017_Q2,603799,华友钴业,0.0,0.002437183481526153
2017_Q2,603501,豪威集团,0.0,0.002793017141938842
2017_Q2,603392,万泰生物,0.0,0.002793017141938842
2017_Q2,603369,今世缘,0.0,0.002793017141938842
2017_Q2,603296,华勤技术,0.0,0.002793017141938842
2017_Q2,603288,海天味业,0.0835260803049261,0.0038983857768560364
2017_Q2,603260,合盛硅业,0.0,0.002793017141938842
2017_Q2,603259,药明康德,0.0,0.002793017141938842
2017_Q2,603195,公牛集团,0.0,0.002793017141938842
2017_Q2,603019,中科曙光,0.6451632555793315,0.004594969174120985
2017_Q2,601998,中信银行,0.0,0.0021133817620268224
2017_Q2,601995,中金公司,0.0,0.002793017141938842
2017_Q2,601988,中国银行,-0.6915752738714217,0.0009922124262174692
2017_Q2,601985,中国核电,0.4646839453623846,0.004090887366919755
2017_Q2,601939,建设银行,0.000973731279373,0.0018539522412735977
2017_Q2,601919,中远海控,0.0,0.002793017141938842
2017_Q2,601916,浙商银行,0.0,0.002793017141938842
2017_Q2,601901,方正证券,0.6719670196374259,0.004669832546603726
2017_Q2,601899,紫金矿业,0.0,0.0012798169207606674
2017_Q2,601898,中煤能源,-0.4889373928308487,0.001427406622427396
2017_Q2,601888,中国中免,0.4633928775787353,0.004839156155255178
2017_Q2,601881,中国银河,0.0,0.002793017141938842
2017_Q2,601878,浙商证券,0.0,0.002793017141938842
2017_Q2,601877,正泰电器,0.0,0.002793017141938842
2017_Q2,601872,招商轮船,0.0260883067783555,0.0028658822299749477
2017_Q2,601868,中国能建,0.0,0.002793017141938842
2017_Q2,601865,福莱特,0.0,0.002793017141938842
2017_Q2,601857,中国石油,-0.4953692108392717,0.0014094424444760394
2017_Q2,601838,成都银行,0.0,0.002793017141938842
2017_Q2,601825,沪农商行,0.0,0.002793017141938842
2017_Q2,601818,光大银行,0.0,0.002793017141938842
2017_Q2,601816,京沪高铁,0.0,0.002793017141938842
2017_Q2,601808,中海油服,0.0,0.0006241140947261989
2017_Q2,601800,中国交建,0.2986500528123643,0.003627151858884716
2017_Q2,601799,星宇股份,0.0,0.002793017141938842
2017_Q2,601788,光大证券,0.0,0.002793017141938842
2017_Q2,601766,中国中车,0.350316272675991,0.0056193472944953545
2017_Q2,601728,中国电信,0.0,0.002793017141938842
2017_Q2,601699,潞安环能,0.204088282585144,0.00492190338168965
2017_Q2,601698,中国卫通,0.0,0.002793017141938842
2017_Q2,601689,拓普集团,0.5287068449721044,0.007559747898165345
2017_Q2,601688,华泰证券,0.4613163525407965,0.003414240279052603
2017_Q2,601669,中国电建,0.7102445704596384,0.0047767424022016015
2017_Q2,601668,中国建筑,0.4955539007981619,0.004656304673278476
2017_Q2,601658,邮储银行,0.0,0.002793017141938842
2017_Q2,601633,长城汽车,0.2241864899794261,0.004898816900876447
2017_Q2,601628,中国人寿,0.0,0.003487700250464258
2017_Q2,601618,中国中冶,0.0,0.002793017141938842
2017_Q2,601607,上海医药,0.4662667989730835,0.005184701261581416
2017_Q2,601601,中国太保,0.1036483512984381,0.0030825087638490785
2017_Q2,601600,中国铝业,0.5018080572287243,0.004194575647741696
2017_Q2,601398,工商银行,0.0,0.002793017141938842
2017_Q2,601390,中国中铁,0.0,0.002793017141938842
2017_Q2,601377,兴业证券,0.3912104385239736,0.003885674602841711
2017_Q2,601360,三六零,0.0,0.002793017141938842
2017_Q2,601336,新华保险,0.1630282402038575,0.0032483578114483385
2017_Q2,601328,交通银行,0.0,0.0017648045177488343
2017_Q2,601319,中国人保,0.0,0.002793017141938842
2017_Q2,601318,中国平安,0.4773977811519915,0.005630305250559852
2017_Q2,601298,青岛港,0.0,0.002793017141938842
2017_Q2,601288,农业银行,0.2131095102855138,0.003388235657276474
2017_Q2,601238,广汽集团,0.5563407716927706,0.005759130881339888
2017_Q2,601236,红塔证券,0.0,0.002793017141938842
2017_Q2,601229,上海银行,0.0,0.002889721374007627
2017_Q2,601225,陕西煤业,0.1280269078586414,0.0012535083906684082
2017_Q2,601211,国泰海通,0.0,0.002793017141938842
2017_Q2,601186,中国铁建,0.0,0.0030450300465531296
2017_Q2,601169,北京银行,-0.1136292134012495,0.002475648801084125
2017_Q2,601166,兴业银行,-0.2908024125629002,0.0019808010187334904
2017_Q2,601138,工业富联,0.0,0.002793017141938842
2017_Q2,601136,首创证券,0.0,0.002793017141938842
2017_Q2,601127,赛力斯,0.0681251982847849,0.004295208612446936
2017_Q2,601117,中国化学,0.0,0.005560738800845871
2017_Q2,601111,中国国航,0.4035803296349265,0.003920223920758519
2017_Q2,601100,恒立液压,0.0891611551245053,0.0025051723419290965
2017_Q2,601088,中国神华,0.0,0.002803779456920495
2017_Q2,601077,渝农商行,0.0,0.002793017141938842
2017_Q2,601066,中信建投,0.0,0.002793017141938842
2017_Q2,601059,信达证券,0.0,0.002793017141938842
2017_Q2,601058,赛轮轮胎,0.0,0.002793017141938842
2017_Q2,601021,春秋航空,0.1219031768185753,0.002136319069898028
2017_Q2,601012,隆基绿能,0.0460632741451263,0.00354594024512628
2017_Q2,601009,南京银行,0.3230547706286113,0.003695314654089674
2017_Q2,601006,大秦铁路,-0.1643328797686231,0.00241663852550319
2017_Q2,600999,招商证券,0.0,0.003536331006131643
2017_Q2,600989,宝丰能源,0.0,0.002793017141938842
2017_Q2,600958,东方证券,0.2501577721989672,0.0037482819279477018
2017_Q2,600941,中国移动,0.0,0.002793017141938842
2017_Q2,600938,中国海油,0.0,0.002793017141938842
2017_Q2,600926,杭州银行,0.0,0.002793017141938842
2017_Q2,600919,江苏银行,0.0,0.002814002852902531
2017_Q2,600918,中泰证券,0.0,0.002793017141938842
2017_Q2,600905,三峡能源,0.0,0.002793017141938842
2017_Q2,600900,长江电力,-0.4510799971493808,0.0015331429775148973
2017_Q2,600893,航发动力,0.0,0.0028953570589031713
2017_Q2,600887,伊利股份,-0.1327082567355211,0.0031902904631610574
2017_Q2,600886,国投电力,0.0,0.002793017141938842
2017_Q2,600875,东方电气,0.0,0.002793017141938842
2017_Q2,600845,宝信软件,0.0,0.002793017141938842
2017_Q2,600809,山西汾酒,0.3905529039246695,0.003524107958805732
2017_Q2,600803,新奥股份,0.1937907636165618,0.003422194843745698
2017_Q2,600795,国电电力,0.0,0.002793017141938842
2017_Q2,600760,中航沈飞,0.0,0.002793017141938842
2017_Q2,600741,华域汽车,0.0,0.002793017141938842
2017_Q2,600690,海尔智家,0.2116818303863208,0.0027877771789210828
2017_Q2,600674,川投能源,0.0,0.002793017141938842
2017_Q2,600660,福耀玻璃,0.0,0.004269609382187194
2017_Q2,600600,青岛啤酒,-0.4238448228154864,0.001583587429912193
2017_Q2,600588,用友网络,0.5282159894704819,0.007386301315043233
2017_Q2,600585,海螺水泥,-0.2346353332201639,0.0026835539433755847
2017_Q2,600584,长电科技,0.4808192421228459,0.0070469543183258225
2017_Q2,600570,恒生电子,0.8321223006798673,0.007632724259084762
2017_Q2,600547,山东黄金,0.0,0.0025351692672931333
2017_Q2,600519,贵州茅台,-0.1849596577031272,0.0015091704018961208
2017_Q2,600515,海南机场,0.0,0.002793017141938842
2017_Q2,600489,中金黄金,-0.3857546925544738,0.0017155976730508487
2017_Q2,600482,中国动力,-0.0301746547222136,0.004328379459093161
2017_Q2,600460,士兰微,0.0,0.002793017141938842
2017_Q2,600438,通威股份,0.3891194600325365,0.004852028838901216
2017_Q2,600436,片仔癀,0.0409100419945186,0.00290727959050697
2017_Q2,600426,华鲁恒升,0.3114586147395047,0.0036629263919108037
2017_Q2,600415,小商品城,0.4953178167343139,0.005901368008881181
2017_Q2,600406,国电南瑞,0.1454275080135891,0.004150154374224343
2017_Q2,600377,宁沪高速,0.0,0.002504465873451596
